"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","plot_number","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_b","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","heat_necrosis","brown_center","black_spot_bruise","black_spot_bruise_per_tuber","plant_vigor","disease_reaction","date_processed_otf","sfa_chip_color_otf","stem_end_browning_otf","date_processed_3mo","sfa_chip_color_3mo","stem_end_browning_3mo","date_processed_6mo","sfa_chip_color_6mo","stem_end_browning_6mo","process_comments","fry_color","total_glycoalkaloids","after_cooking_darkening","color_scale","color_instrument"
"2021","NCPT","MI","2021 NCPT MI","AF6526-7","","12","1","1","","","","","2021-05-05","2021-09-09","","2","","Sl. Pitted scab short","13.9","1.093","2","1","2","5","","","","321","361","0.89","0.11","0.89","0","0","0","0","0","0","","","","","","","","2022-01-17","2","3","2022-04-09","1.5","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6527-3","","13","1","1","","","","","2021-05-05","2021-09-09","","3",""," ","9.8","1.092","2","1","2","6","","","","219","255","0.86","0.14","0.86","0","0","0","0","0","0","","","","","","","","2022-01-17","1","0","2022-04-09","1","0","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6550-2","","14","1","1","","","","","2021-05-05","2021-09-09","","2","","Pitted scab tire track","15.5","1.085","2","1","2","5","","","","360","404","0.89","0.08","0.89","0","0.03","0","0","0","0","","","","","","","","2022-01-17","","","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6550-2","","14","2","1","","","","","2021-05-05","2021-09-09","","2","","Some pitted scab ","15.7","1.085","1","1","3","6","","","","358","409","0.88","0.08","0.88","0","0.05","0","0.1","0","0","","","","","","","","2022-01-17","1","3","2022-04-09","2","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6551-4","","15","1","1","","","","","2021-05-05","2021-09-09","","3",""," ","16.4","1.074","2","1","2","8","","","","418","426","0.98","0.02","0.98","0","0","0","0","0","0","","","","","","","","2022-01-17","1.5","1","2022-04-09","1","0","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6552-2","","16","1","1","","","","","2021-05-05","2021-09-09","","3","","Surface scab ","13.1","1.08","3","1","2","4","","","","309","341","0.91","0.09","0.91","0","0","0","0","0","0","","","","","","","","2022-01-17","3","2","2022-04-09","1.5","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6555-2","","17","1","1","","","","","2021-05-05","2021-09-09","","4","","Touch of pitted scab ","19.8","1.085","3","1","2","5","","","","467","515","0.91","0.09","0.91","0","0","0","0","0","0","","","","","","","","2022-01-17","1.5","2","2022-04-09","1","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6565-8","","18","1","1","","","","","2021-05-05","2021-09-09","","2",""," ","16.3","1.092","3","1","2","6","","","","390","424","0.92","0.05","0.92","0","0.03","0","0","0","0","","","","","","","","2022-01-17","1.5","1","2022-04-09","1","0","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6567-4","","19","1","1","","","","","2021-05-05","2021-09-09","","2","","Some pitted scab, skinning ","21.4","1.085","4","1","3","5","","","","528","557","0.95","0.03","0.95","0","0.02","0","0","0","0","","","","","","","","2022-01-17","1","0","2022-04-09","1","0","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6582-1","","20","1","1","","","","","2021-05-05","2021-09-09","","4",""," ","11.8","1.079","1","3","3","5","","","","240","307","0.78","0.22","0.78","0","0","0","0","0","0","","","","","","","","2022-01-17","3","2","2022-04-09","4","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6598-6","","21","1","1","","","","","2021-05-05","2021-09-09","","4",""," ","19","1.072","3","1","2","6","","","","459","496","0.93","0.05","0.93","0","0.03","0.1","0.1","0","0","","","","","","","","2022-01-17","2","1","2022-04-09","1.5","1","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6601-2","","22","1","1","","","","","2021-05-05","2021-09-09","","2",""," ","15","1.079","2","1","2","6","","","","383","389","0.98","0.02","0.98","0","0","0","0","0","0","","","","","","","","2022-01-17","2","2","2022-04-09","1","0","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6603-5","","23","1","1","","","","","2021-05-05","2021-09-09","","2",""," ","18.9","1.084","3","1","2","5","","","","425","492","0.86","0.12","0.86","0","0.01","0","0.1","0","0","","","","","","","","2022-01-17","","","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6603-5","","23","2","1","","","","","2021-05-05","2021-09-09","","4",""," ","20.9","1.085","3","1","2","4","","","","503","543","0.93","0.07","0.93","0","0","0","0","0","0","","","","","","","","2022-01-17","3","1","2022-04-09","2.5","1","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6616-4","","24","1","1","","","","","2021-05-05","2021-09-09","","3","","Surface scab, GC ","22.1","1.086","4","1","2","6","","","","545","576","0.94","0.04","0.94","0","0.02","0.5","0","0","0.2","","","","","","","","2022-01-17","","","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AF6616-4","","24","2","1","","","","","2021-05-05","2021-09-09","","3","","Sl. Pitted scab ","25.4","1.081","4","1","2","6","","","","627","662","0.95","0.04","0.93","0.02","0.01","0.9","0","0","0","","","","","","","","2022-01-17","3","2","2022-04-09","1.5","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AOR10922-1","","25","1","1","","","","","2021-05-05","2021-09-09","","3",""," ","14.1","1.086","5","1","2","5","","","","259","367","0.71","0.28","0.71","0","0.02","0.3","0.3","0.3","0","","","","","","","","2022-01-17","3","3","2022-04-09","1.5","4","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AOR13124-6","","26","1","1","","","","","2021-05-05","2021-09-09","","3",""," variable emergence","8.9","1.081","2","1","3","5","","","","221","230","0.96","0.04","0.96","0","0","0","0.1","0","0.2","","","","","","","","2022-01-17","","","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AOR13124-6","","26","2","1","","","","","2021-05-05","2021-09-09","","3",""," variable emerge","12.1","1.078","2","1","3","6","","","","289","316","0.91","0.05","0.91","0","0.04","0.1","0","0","0","","","","","","","","2022-01-17","","","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","AOR15303-3","","27","1","1","","","","","2021-05-05","2021-09-09","","2",""," ","10.8","1.082","2","1","2","6","","","","247","280","0.88","0.12","0.88","0","0","0","0","0","0","","","","","","","","2022-01-17","2","1","2022-04-09","1","0","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","Atlantic","","28","1","1","1","","","","2021-05-05","2021-09-09","","2","","Sl. Pitted scab ","13.7","1.089","2","1","2","6","","","","327","356","0.92","0.08","0.92","0","0","0.1","0","0","0","","","","","","","","2022-01-17","","","2022-04-09","4","4","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","Atlantic","","28","2","1","1","","","","2021-05-05","2021-09-09","","2","","Pitted scab ","13.8","1.089","2","1","2","6","","","","344","359","0.96","0.04","0.96","0","0","0.1","0","0","0","","","","","","","","2022-01-17","","","2022-04-09","4","4","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","Atlantic","","28","3","1","1","","","","2021-05-05","2021-09-09","","3",""," some virus","15.6","1.093","2","1","2","5","","","","395","406","0.97","0.03","0.97","0","0","0.7","0","0","0","","","","","","","","2022-01-17","","","2022-04-09","4","4","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","Atlantic","","28","4","1","1","","","","2021-05-05","2021-09-09","","3",""," ","16.8","1.093","3","1","2","7","","","","421","436","0.97","0.03","0.97","0","0","0.3","0.4","0","0.1","","","","","","","","2022-01-17","3.5","3","2022-04-09","4","4","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","ATTX10333-1W/Y","","29","1","1","","","","","2021-05-05","2021-09-09","","4","","Bad NTN ","9.2","1.098","2","3","2","5","","","","176","241","0.73","0.25","0.73","0","0.01","0","0","0","0.1","","","","","","","","2022-01-17","2","2","2022-04-09","1.5","1","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","ATX13134-3W/Y","","30","1","1","","","","","2021-05-05","2021-09-09","","4",""," virus","10.6","1.087","1","3","2","7","","","","214","275","0.78","0.22","0.78","0","0","0","0","0.1","0","","","","","","","","2022-01-17","","","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","ATX13134-3W/Y","","30","2","1","","","","","2021-05-05","2021-09-09","","4","","Small some virus","12.2","1.084","1","3","2","6","","","","262","317","0.83","0.17","0.83","0","0","0","0.1","0","0","","","","","","","","2022-01-17","2","2","2022-04-09","3","3","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","B2904-2","","31","1","1","","","","","2021-05-05","2021-09-09","","2","","Pitted scab virus","13.9","1.084","3","1","2","6","","","","344","362","0.95","0.03","0.95","0","0.02","0.2","0.3","0","0","","","","","","","","2022-01-17","2","2","2022-04-09","3.5","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","B3012-1","","32","1","1","","","","","2021-05-05","2021-09-09","","2",""," ","14.1","1.085","1","1","3","6","","","","286","367","0.78","0.22","0.78","0","0","0","0","0","0","","","","","","","","2022-01-17","3","3","2022-04-09","2","3","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","B3296-3","","33","1","1","","","","","2021-05-05","2021-09-09","","2","","Pitted scab ","16.8","1.087","2","1","2","6","","","","404","437","0.92","0.07","0.92","0","0.01","0.4","0.4","0","0","","","","","","","","2022-01-17","1.5","3","2022-04-09","1","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","B3306-2","","34","1","1","","","","","2021-05-05","2021-09-09","","4","","Some pitted scab virus","8.4","1.091","1","3","2","5","","","","148","219","0.68","0.32","0.68","0","0.01","0","0.1","0","0","","","","","","","","2022-01-17","3","3","2022-04-09","2","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","B3317-1","","35","1","1","","","","","2021-05-05","2021-09-09","","2","","Pitted scab ","18.2","1.084","3","1","2","7","","","","411","473","0.87","0.1","0.87","0","0.03","0.3","0","0","0","","","","","","","","2022-01-17","1.5","3","2022-04-09","1.5","1","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","B3378-3","","36","1","1","","","","","2021-05-05","2021-09-09","","4","","Small virus","5.6","1.071","1","3","2","6","","","","48","146","0.33","0.67","0.33","0","0","0","0","0","0","","","","","","","","2022-01-17","3.5","3","2022-04-09","3","4","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","B3379-6","","37","1","1","","","","","2021-05-05","2021-09-09","","4","","Small, purple eyes, some pitted scab variable emergence","6.7","1.087","1","3","2","6","","","","120","173","0.69","0.31","0.69","0","0","0.4","0","0","0","","","","","","","","2022-01-17","3","1","2022-04-09","2","0","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","B3381-2","","38","1","1","","","","","2021-05-05","2021-09-09","","4","","V. small, some pitted scab ","7.7","1.087","1","1","2","5","","","","102","199","0.51","0.48","0.51","0","0.01","0","0.1","0","0","","","","","","","","2022-01-17","4","2","2022-04-09","4.5","4","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","B3381-4","","39","1","1","","","","","2021-05-05","2021-09-09","","4","","Sl. Pitted scab 1 plant virus","9.2","1.087","1","3","2","5","","","","185","239","0.77","0.23","0.77","0","0","0","0.1","0","0","","","","","","","","2022-01-17","3.5","4","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","B3388-3","","40","1","1","","","","","2021-05-05","2021-09-09","","3","","Sl. Pitted scab ","10.9","1.087","2","1","3","5","","","","248","284","0.87","0.13","0.87","0","0","0","0","0","0","","","","","","","","2022-01-17","4","3","2022-04-09","4.5","1","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","BNC549-1","","41","1","1","","","","","2021-05-05","2021-09-09","","4","","Pitted scab, small flowering","9.6","1.081","1","1","2","6","","","","116","249","0.47","0.53","0.47","0","0.01","0","0","0","0","","","","","","","","2022-01-17","3.5","4","2022-04-09","2","1","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","BNC726-5","","42","1","1","","","","","2021-05-05","2021-09-09","","4","","Small ","9.3","1.083","1","1","2","7","","","","147","241","0.61","0.39","0.61","0","0","0","0","0","0","","","","","","","","2022-01-17","3","3","2022-04-09","4","4","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","BNC742-2","","43","1","1","","","","","2021-05-05","2021-09-09","","4","","Small ","6.7","1.083","1","1","2","8","","","","137","174","0.78","0.19","0.78","0","0.03","0","0","0","0","","","","","","","","2022-01-17","1","1","2022-04-09","1","1","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","BNC811-9","","44","1","1","","","","","2021-05-05","2021-09-09","","3","","Some pitted scab variable emerge","14.9","1.082","3","1","2","5","","","","352","389","0.91","0.07","0.91","0","0.02","0.9","0","0","0","","","","","","","","2022-01-17","4","1","2022-04-09","1","1","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","CO12235-3W","","45","1","1","","","","","2021-05-05","2021-09-09","","4","","Sev. Pitted Scab ","6.2","1.079","2","1","2","4","","","","111","162","0.69","0.31","0.69","0","0","0.1","0","0","0","","","","","","","","2022-01-17","","","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","CO12235-3W","","45","2","1","","","","","2021-05-05","2021-09-09","","2","","Pitted scab tire track","10.8","1.085","2","1","2","6","","","","245","282","0.87","0.13","0.87","0","0","0.1","0.2","0","0","","","","","","","","2022-01-17","2","2","2022-04-09","1","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","CO12293-1W","","46","1","1","","","","","2021-05-05","2021-09-09","","2",""," ","16.6","1.079","3","1","2","6","","","","406","432","0.94","0.06","0.94","0","0","0","0","0","0","","","","","","","","2022-01-17","","","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","CO12293-1W","","46","2","1","","","","","2021-05-05","2021-09-09","","4","","Some pitted scab ","17.1","1.071","4","1","2","6","","","","404","445","0.91","0.08","0.91","0","0.01","0","0","0","0","","","","","","","","2022-01-17","1.5","0","2022-04-09","1","2","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","CO13232-25W","","47","1","1","","","","","2021-05-05","2021-09-09","","2",""," ","15.7","1.081","4","1","2","6","","","","363","407","0.89","0.11","0.89","0","0","0","0","0","0","","","","","","","","2022-01-17","","","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","CO13232-25W","","47","2","1","","","","","2021-05-05","2021-09-09","","3","","Sl. Pitted scab ","19.5","1.078","3","1","2","5","","","","454","508","0.89","0.09","0.89","0","0.01","0","0","0","0","","","","","","","","2022-01-17","1","1","2022-04-09","1","1","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","CO13232-5W","","48","1","1","","","","","2021-05-05","2021-09-09","","4","","Pitted Scab ","14.7","1.072","3","1","2","8","","","","356","381","0.93","0.07","0.93","0","0","0","0","0","0","","","","","","","","2022-01-17","","","2022-04-09","","","","","","","",""
"2021","NCPT","MI","2021 NCPT MI","CO13232-5W","","48","2","1","","","","","2021-05-05","2021-09-09","","3","","Sev. Pitted Scab ","18.2","1.076","3","1","2","6","","","","423","472","0.9","0.1","0.9","0","0","0","0","0.2","0","","","","","","","","2022-01-17","2","2","2022-04-09","1","3","","","","","",""
