"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","plot_number","block","breeder_merit_score","date_planting","seed_pieces_planted","seed_observations","date_vinekill","date_harvest","date_gathered","plant_stand","final_emergence","roguing_notes","vine_maturity","verticillium_wilt","specific_gravity","undersize_yield","small_yield","mid_yield","oversize_yield","cull_tuber_defects","calc_nfpt_total_yield","calc_nfpt_mkt_yield","calc_nfpt_mkt_undersize_yield","calc_nfpt_mkt_4oz_yield","calc_nfpt_mkt_6oz_yield","calc_nfpt_mkt_10oz_yield","calc_nfpt_mkt_cull_yield","calc_nfpt_mkt_total_yield","tuber_length","tuber_width","tuber_depth","tuber_shape","tuber_flesh_color","tuber_appearance","tuber_defects","field_observations","total_weight","growth_crack","greening","defect_green","powdery_scab","common_scab","scab","shatter_bruise","internal_brown_spot","vascular_discoloration","harvest_comments","total_glycoalkaloids","fry_color","internal_tuber_defects","external_tuber_defects","comments"
"2014","NFPT","ID","2014 NFPT ID","AW07791-2rus","","","","1","","","","","1","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","5","","1.095","50.5","97.6","191.6","157.7","20.9","518.2","446.8","0.1","0.9","0.7","0.32","0.04","0.86","","","","5","1","6","some twists/curves","; med-hvy russ; some type, but some pit scab;","518.24","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AW07778-1","","","","2","","","","","2","4","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","3","","1.104","96.7","135","132.4","16.6","9.6","390.2","284","0.25","0.75","0.39","0.04","0.02","0.73","","","","4","1","5","a few GC's","; low yield & small size; high SG","390.21","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AW07778-1","","","","1","","","","","1","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","3","","1.103","78.4","130.7","182","26.1","10.5","427.7","338.8","0.19","0.81","0.5","0.06","0.02","0.79","","","","5","1","6","smaller tuber size","; med. Russet; smaller size;high SG","427.66","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AW07519-1Rus","","","","1","","","","","1","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","3","","1.091","135","163.8","233.4","23.5","0","555.7","420.7","0.24","0.76","0.46","0.04","0","0.76","","","","4","1","6","smaller tuber size","; flaky russeting; small size","555.71","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","Premier Russet","","","","1","","","","","1","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.097","59.2","82.8","115.8","39.2","0.9","297.9","237.8","0.2","0.8","0.52","0.13","0","0.8","","","","4","1","7","no primary problem","; blocky, med. Russ; good type; lower yielding","297.89","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AW07049-2Rus","","","","2","","","","","2","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","3","","1.095","91.5","83.6","172.5","86.2","2.6","436.4","342.3","0.21","0.79","0.6","0.2","0.01","0.78","","","","4","1","7","no primary problem","; blocky, typey, med. Russet;","436.38","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AW07049-2Rus","","","","1","","","","","1","4","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","3","","1.102","85.4","92.3","117.6","27","0","322.3","236.9","0.26","0.74","0.45","0.08","0","0.74","","","","4","1","5","smaller  tuber size and low yield","; l. russet; low yield","322.28","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AFW5060-5","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.091","54","106.3","160.3","56.6","5.2","382.4","323.1","0.14","0.86","0.58","0.15","0.01","0.85","","","","4","1","6","flattened","; hvy russet; typey, but flattened; ","382.37","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AFW5060-5","","","","1","","","","","1","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.091","86.2","88.8","142","72.3","0","389.3","303.1","0.22","0.78","0.55","0.19","0","0.78","","","","4","1","5","more length needed","; hvy russet; rounded","389.33","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AFW5060-4","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","3","","1.09","108","142","187.3","68.8","0","506.1","398.1","0.21","0.79","0.51","0.14","0","0.79","","","","4","1","6","smaller tuber size","; med-hvy russet; rounded, smaller","506.05","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","Premier Russet","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.101","124.6","164.6","130.7","6.1","4.4","430.3","301.4","0.29","0.71","0.32","0.01","0.01","0.7","","","","5","1","6","no primary problem","; blocky, med. Russ; smaller; high SG","430.28","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","Mountain Gem","","","","2","","","","","2","1","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.085","40.1","54.9","256.1","206.4","34.8","592.3","517.4","0.07","0.93","0.83","0.37","0.06","0.87","","","","5","1","8","no primary problem","; Nice type and high yield; good size","592.28","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","A03141-6RU","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","6","","1.093","28.7","87.1","169.9","122.8","0","408.5","379.8","0.07","0.93","0.72","0.3","0","0.93","","","","5","1","6","skinning","; skinning; good  size; marginal due to skinning","408.5","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","CW08071-2RUS","","","","2","","","","","2","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","3","","1.088","101","175.1","272.6","128.9","0","677.6","576.6","0.15","0.85","0.59","0.19","0","0.85","","","","4","1","6","no primary problem","; blocky; higher yielding; med. Russ","677.64","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4788-1","","","","2","","","","","2","4","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","1","","1.093","20","40.9","71.4","74.9","8.7","216","187.3","0.1","0.9","0.71","0.36","0.04","0.87","","","","5","1","5","poor set/yield","; surface and pit scab; some roguing, but low yield as well","216.01","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","Ranger Russet","","","","1","1","","","","1","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","5","","1.092","41.8","41.8","163.8","109.8","64.5","421.6","315.3","0.12","0.88","0.77","0.31","0.15","0.75","","","","5","1","5","twists/curves","; v. long; some twists/curves; ","421.57","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","Easton","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","5","","1.088","78.4","109.8","200.3","169.9","0","558.3","479.9","0.14","0.86","0.66","0.3","0","0.86","","","","4","1","6","flattened shape","; flattened; some points","558.32","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","Easton","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.095","50.5","97.6","150.7","125.4","0","424.2","373.7","0.12","0.88","0.65","0.3","0","0.88","","","","5","1","5","flattened shape","; flattened; l. russet; High SG","424.17","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4296-3Rus","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.082","35.7","43.6","169.9","294.4","0","543.5","507.8","0.07","0.93","0.85","0.54","0","0.93","","","","5","1","5","curves and points","; l. russet; good size; some twists/points","543.51","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4296-3Rus","","","","2","","","","","2","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.077","37.5","61.8","179.4","295.3","16.6","590.5","536.5","0.07","0.93","0.83","0.51","0.03","0.91","","","","5","1","6","skinning","; high yielding; skinnning; good size; lower SG","590.54","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4342-3Rus","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","5","","1.107","21.8","54.9","300.5","277","0","654.1","632.4","0.03","0.97","0.88","0.42","0","0.97","","","","5","1","8","no primary problem","; med. Russ; good type and yield; outstanding but docked for high SG","654.13","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4342-3Rus","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","6","","1.103","11.3","71.4","182.9","319.7","0","585.3","574","0.02","0.98","0.86","0.55","0","0.98","","","","5","1","5","flattened","; large, flattened, some irreg shapes; good size; high SG","585.31","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4532-9","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","1","","1.092","120.2","138.5","143.7","11.3","0","413.7","293.5","0.29","0.71","0.37","0.03","0","0.71","","","","5","1","7","too small of size","; nice russeting; smaller size; lower yield","413.73","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4532-9","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","1","","1.088","94.1","111.5","128","17.4","0","351","257","0.27","0.73","0.41","0.05","0","0.73","","","","4","1","6","no primary problem","; typey russet; smaller size; lower yield; some rogued","351.02","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4609-1Rus","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.091","63.6","141.1","298.8","87.1","0","590.5","527","0.11","0.89","0.65","0.15","0","0.89","","","","5","1","7","no primary problem","; buff/l. russet; good yield; typey","590.53","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4609-1Rus","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","3","","1.089","67.1","128.9","250","37.5","0","483.4","416.3","0.14","0.86","0.59","0.08","0","0.86","","","","4","1","5","no primary problem","; l. russet; blocky","483.41","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4720-17Rus","","","","1","","","","","1","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","2","","1.088","71.4","89.7","142","25.3","1.7","330.1","256.9","0.22","0.78","0.51","0.08","0.01","0.78","","","","4","1","5","small size & skinning","; med. Russet; smaller size;lower yield","330.1","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4720-17Rus","","","","2","","","","","2","4","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","1","","1.086","82.8","142","70.6","7","0","302.2","219.5","0.27","0.73","0.26","0.02","0","0.73","","","","5","1","5","skinning and small","; light russ; skinning; low yield and small size","302.24","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4788-1","","","","1","","","","","1","4","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.085","70.6","83.6","108","24.4","3.5","290","216","0.25","0.75","0.46","0.09","0.01","0.74","","","","4","1","4","low yield; poor size; scab (some pitted)","; too small; low yield","290.04","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4872-2Rus","","","","1","","","","","1","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","2","","1.099","56.6","30.5","115.8","68.8","0","271.8","215.1","0.21","0.79","0.68","0.25","0","0.79","","","","5","1","6","lower yield; rogued","; blocky, l. russet; some flattened; high SG","271.76","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","A03141-6RU","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.094","47.9","71.4","223.9","167.2","0","510.4","462.5","0.09","0.91","0.77","0.33","0","0.91","","","","5","1","7","no primary problem","; l. russ; good yield and size; some pit scab; ","510.41","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","A0012-5","","","","2","","","","","2","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","6","","1.092","61.8","75.8","287.4","154.2","0","579.2","517.4","0.11","0.89","0.76","0.27","0","0.89","","","","4","1","6","no primary problem","; hvy russet; good yield; ","579.22","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","Payette Russet","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","6","","1.095","29.6","76.7","217.8","171.6","10.5","506.1","466","0.06","0.94","0.79","0.35","0.02","0.92","","","","4","1","5","skinning","; skinninig; good size and yield","506.05","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","Payette Russet","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","5","","1.097","29.6","54.9","230.8","178.6","14.8","508.7","464.3","0.06","0.94","0.83","0.36","0.03","0.91","","","","4","1","6","skinning","; blocky, med. Russet; good size; high SG","508.67","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","A02424-83LB","","","","2","","","","","2","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.094","40.9","115","129.8","111.5","2.6","399.8","356.2","0.1","0.9","0.61","0.28","0.01","0.89","","","","5","1","6","no primary problem","; long and large; l. russet","399.79","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","A02424-83LB","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.095","47.9","93.2","196","113.2","15.7","466","402.4","0.11","0.89","0.69","0.25","0.03","0.86","","","","4","1","6","no primary problem","; l. russet; blocky; higher yield","466","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","A0073-2","","","","2","","","","","2","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.096","65.3","91.5","204.7","198.6","24.4","584.5","494.7","0.12","0.88","0.72","0.35","0.04","0.85","","","","5","1","6","no primary problem","; large, higher yielding; some skinning; high SG","584.46","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","A0073-2","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","3","","1.093","47.9","67.1","169","266.5","38.3","588.8","502.6","0.09","0.91","0.79","0.48","0.07","0.85","","","","4","1","6","no primary problem","; med. Russet; high set & yield; some irregs.","588.8","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","A0012-5","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.093","37.5","84.5","242.1","244.8","36.6","645.4","571.4","0.06","0.94","0.8","0.4","0.06","0.89","","","","5","1","6","no primary problem","; heavier russet; blocky; higher yield; large size","645.41","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4872-2Rus","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","2","","1.093","50.5","98.4","183.8","96.7","0","429.4","378.9","0.12","0.88","0.65","0.23","0","0.88","","","","4","1","6","no primary problem","; blocky, l. russ; some surf & pit scab","429.4","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4953-6","","","","2","","","","","2","3","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","5","","1.086","54","50.5","140.2","220.4","28.7","493.9","411.1","0.12","0.88","0.78","0.47","0.06","0.83","","","","4","1","5","flattened","; flattened, large, l. russ.","493.85","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4953-6","","","","1","","","","","1","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.086","24.4","23.5","171.6","236.9","8.7","465.1","432","0.05","0.95","0.9","0.52","0.02","0.93","","","","5","1","6","no primary problem","; large size; scaly med. Russet; ","465.12","","","","","","","","","","","","","","",""
"2014","NFPT","ID","2014 NFPT ID","AF4950-2","","","","2","","","","","2","2","2014-04-30 00:00:00","20","","2014-02-09 00:00:00","2013-09-16 00:00:00","","","","","4","","1.083","42.7","65.3","211.7","236.9","9.6","566.2","513.9","0.08","0.92","0.81","0.43","0.02","0.91","","","","5","1","6","no primary problem","; l. scaly russet; high yield and large size","566.15","","","","","","","","","","","","","","",""
