marker,chrom,position,A03921.2,A06084.1TE,A06862.18VR,AF4950.2,AF4953.6,AF5091.2,AF5179.4,AO06070.1KF,AOR07781.5,AOR08032.1,AW07773.1rus,AW07781.1rus,CO07049.1RU,W10039.2rus,W10074.16rus,W10074.3rus,W10074.8rus,W10594.16rus,A07098.4,A071012.4BF,A07705.4,A07769.4,A08422.2VRsto,A09086.1LB,A09119.4LB,A10007.3,A10063.1,A10071.1,A10508.2LB,A10594.8VR,A10595.13sto,A10611.3adg,A10688.1adgsto,A10947.3CSR,A11188.1,A11194.1,A11226.1,A11234.2,A11252.10,A11326.1,A11737.1LB,A12114.7,A12115.16sto,A12314.1sto,AAF07521.1,AAF10237.4,AAF10245.1,AAF10615.1,AAF10943.4,AF5071.2,AF5406.10,AF5406.7,AF5407.13,AF5469.2,AF5492.6,AF5494.3,AF5521.1,AF5628.2,AF5644.8,AF5661.13,AF5731.11,AF5750.16,AF5750.17,AF5762.4,AF5789.1,AO02183.2,AOR06576.1,AOR08540.1,AOR10633.1,AOR12149.1,AOR13064.2,AW06108.1rus,AW07791.2rus,W13A11229.1rus,CO09036.2RU,CO09205.2RU,CO10094.5RU,CO11009.3RU,COA11013.2,COAF11149.5,COTX09052.2Ru,ND050032.4Russ,ND060735.4Russ,ND060761B.3Russ,ND070927.2Russ,ND091933ABCR.7Russ,ND09193BR.2Russ,ND092007R.2Russ,ND113100.1Russ,ND113224C.3Russ,ND12154AB.2Russ,ND12157.3Russ,ND12163AB.2Russ,ND12205B.4Russ,ND12241YB.2Russ,ND13242B.8Russ,ND13243B.14Russ,ND13243B.3Russ,ND13288.2Russ,NDAF092412.3Rus,NDAF113476CB.3,W13012.18rus,W9850.5rus,A08292.1LB,A09022.4,A09136.9LB,A10020.3sto,A10635.2VR,A12076.4sto,A12304.1sto,A12304.4sto,A12305.2adg,A12308.4VR,A12327.5VR,A13036.1,AAF10596.1,AF5711.2,AF5735.8,AF5736.16,AF5741.6,AF5770.7,AFA5661.8,AOR10093.11,AOR10129.1,AOR10654.11,AOR11027.4,CO12152.1RU,CO12246.1RU,CO12378.1RU,COAF11018.10,W9742.3rus,A13038.3,AF5707.1,ND14110B.1Russ,ND1412Y.5Russ
PotVar0110307,chr01,77313207,1,2,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,1,3,3,1,1,3,1,1,2,1,2,1,1,2,1,2,0,1,1,1,1,2,1,0,1,3,1,0,0,0,2,1,1,0,1,2,2,1,2,3,0,1,0,2,2,3,0,2,2,3,0,3,0,3,2,1,1,1,0,1,2,0,2,0,2,2,1,1,0,0,0,0,1,0,1,2,1,0,1,3,1,1,2,2,1,1,1,2,3,2,0,1,0,0,2,2,2,1,3,1,1,2,3,3,1,2,3,1,0
PotVar0110305,chr01,77313265,2,2,4,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,1,3,1,3,1,1,1,2,3,1,2,3,2,3,1,3,3,1,2,2,4,3,2,3,3,1,3,4,2,1,2,1,4,3,1,2,3,4,3,1,1,3,2,1,4,3,3,1,2,1,4,2,1,1,2,1,2,1,2,3,3,3,4,2,2,2,2,4,2,2,3,3,3,4,4,4,3,4,2,2,2,4,3,1,2,3,1,2,3,2,2,2,1,2,2,3,4,2,2,2,1,3,0,3,3,1,1,1,3,2,1,3,4
solcap_snp_c2_2291,chr01,77314512,4,4,2,3,4,3,2,2,4,1,4,4,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
solcap_snp_c1_594,chr01,77314661,3,4,2,3,4,4,2,4,3,4,2,2,3,4,4,4,4,4,3,3,2,3,3,3,4,3,3,3,3,4,4,3,3,4,2,3,4,4,2,3,2,4,1,2,3,3,3,3,1,3,3,4,3,4,2,4,3,2,3,2,3,3,3,3,3,3,2,3,2,4,3,4,2,4,4,4,4,4,2,3,3,2,1,3,2,3,3,2,3,3,3,4,3,1,3,3,2,3,2,2,4,3,4,2,3,3,2,3,3,4,3,2,4,4,3,2,3,3,2,3,2,3,4,2,4,3,3,3,4,3,3,2,4,3,2
solcap_snp_c2_2307,chr01,77320642,3,4,0,1,3,3,0,2,2,1,1,1,1,2,1,3,2,3,1,2,1,2,3,1,3,1,3,3,3,2,1,3,2,1,2,1,3,1,1,3,2,2,0,1,2,1,1,3,1,0,2,3,2,3,0,1,3,2,1,0,1,3,3,1,2,3,0,1,1,3,2,3,0,2,3,3,2,3,2,3,2,1,1,1,0,2,2,2,2,0,2,2,1,1,1,0,0,0,1,0,2,2,2,0,1,3,2,1,3,2,1,2,2,2,3,2,1,1,0,2,2,2,3,1,4,1,1,3,3,3,1,2,3,1,0
solcap_snp_c1_641,chr01,77345109,1,0,4,4,3,1,4,2,2,3,4,3,3,3,3,1,2,1,3,2,3,3,3,3,1,3,2,1,1,3,3,1,3,3,2,3,2,3,3,2,3,2,4,3,3,3,3,2,3,4,3,1,3,4,4,4,2,3,3,4,3,1,1,3,2,1,4,3,4,2,2,1,4,2,2,1,4,3,4,1,2,3,3,3,4,2,2,2,2,4,2,2,3,3,3,4,4,4,3,4,3,2,2,4,3,1,2,3,1,2,3,3,3,2,1,2,4,3,4,4,2,2,2,3,1,3,3,2,1,1,3,2,1,3,4
solcap_snp_c1_683,chr01,77458925,0,0,2,1,0,1,2,2,0,3,0,0,2,2,2,0,2,1,1,1,1,1,0,2,0,1,0,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,1,0,2,2,0,0,2,1,1,2,0,1,3,0,0,1,2,1,0,0,2,2,0,1,2,1,1,1,1,0,1,1,1,2,1,0,0,1,1,0,2,2,1,1,0,1,3,1,2,2,0,1,2,1,2,0,2,2,1,2,2,2,0,0,2,0,2,2,0,2,1,0,0,2,1,2,0,0,1,1,1,0,2,2,0,1,0,2,0,1,2,1
solcap_snp_c2_57526,chr01,77583379,2,4,0,0,1,2,0,2,2,1,0,1,1,1,1,3,2,3,1,2,1,1,2,2,2,1,2,3,3,2,1,2,1,2,2,2,2,2,1,2,2,2,0,1,1,1,1,2,1,1,1,2,1,0,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,0,0,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,3,1,1
solcap_snp_c2_57525,chr01,77589628,3,4,2,1,2,4,2,4,3,4,0,2,3,3,4,4,4,4,3,3,2,2,1,4,4,3,2,3,3,3,4,3,2,3,2,3,2,4,2,2,2,4,1,2,1,3,3,2,1,3,2,4,3,0,2,3,2,1,2,2,2,3,3,3,4,3,2,3,1,3,3,4,1,3,3,4,2,4,2,3,3,2,1,3,2,3,3,2,3,3,3,4,3,2,2,2,2,3,2,3,3,4,4,3,3,3,2,3,3,4,3,1,3,4,3,2,2,2,2,0,2,3,3,3,3,3,3,2,4,3,3,3,4,3,1
PotVar0028728,chr01,77616331,1,2,0,0,1,1,0,1,1,1,0,1,1,1,1,2,1,2,1,2,1,1,1,1,3,1,1,3,3,1,1,3,1,1,2,1,2,1,1,2,1,3,0,1,1,1,1,2,1,0,1,3,1,0,0,0,2,1,1,0,1,2,2,1,2,3,0,1,0,2,2,3,0,2,2,3,0,2,0,3,2,1,1,1,0,1,2,0,2,0,2,2,1,1,0,0,0,0,1,0,1,2,1,0,1,3,1,1,2,2,1,1,1,2,3,2,0,1,0,0,2,2,2,1,3,1,1,2,3,3,1,2,3,1,0
PotVar0028742,chr01,77616606,2,2,0,0,1,2,0,1,1,1,0,1,1,1,1,2,1,2,1,2,1,1,1,1,3,1,2,3,3,1,1,3,1,1,2,2,2,1,1,2,1,3,0,1,1,1,1,2,1,0,1,3,1,0,0,0,2,1,1,0,1,2,2,1,2,3,0,1,0,2,2,3,0,2,2,3,0,2,0,3,2,1,1,1,0,2,2,0,2,0,2,2,1,1,0,0,0,0,1,0,1,2,2,0,1,3,2,1,3,2,1,1,1,3,3,2,0,1,0,0,2,2,2,1,3,1,1,2,3,2,1,2,3,1,0
solcap_snp_c2_2400,chr01,77625862,1,1,3,2,1,2,3,3,1,3,1,1,2,3,3,1,3,2,2,2,1,2,2,3,1,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,1,3,3,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,3,1,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,1
solcap_snp_c2_2418,chr01,77644176,3,4,2,3,2,4,2,4,3,4,1,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
solcap_snp_c2_2421,chr01,77662566,3,4,0,0,1,3,0,2,2,1,0,1,1,1,1,3,2,3,1,2,1,1,1,1,3,1,2,3,3,1,1,3,1,1,2,1,2,1,1,2,1,3,0,1,1,1,1,2,1,0,1,3,1,0,0,0,2,2,1,0,1,3,3,1,2,3,0,1,0,2,2,3,0,2,2,3,0,2,0,3,2,1,1,1,0,2,2,2,2,0,2,2,1,1,1,0,0,0,1,0,1,2,2,0,1,3,2,1,3,2,1,1,1,2,2,2,0,1,0,0,2,2,2,1,3,1,1,3,3,2,1,2,3,1,0
solcap_snp_c2_2423,chr01,77663478,3,4,0,0,2,3,0,2,3,1,1,2,1,1,2,4,2,3,2,2,1,1,1,2,4,2,2,3,3,2,3,3,2,3,2,1,2,2,1,2,1,3,0,1,1,1,1,2,1,1,1,3,1,0,1,0,2,1,1,0,1,3,3,1,2,3,1,1,0,2,2,3,1,2,2,3,0,2,2,3,2,1,1,1,0,2,2,2,2,0,2,2,1,2,1,0,1,1,2,1,1,3,2,1,1,3,2,1,3,2,1,1,1,2,3,2,0,1,0,0,2,2,2,1,3,1,1,2,3,3,1,3,3,1,0
solcap_snp_c2_2424,chr01,77664917,2,4,2,3,2,3,2,4,3,4,2,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PotVar0028802,chr01,77752397,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,1,3,2,1,1,2,3,1,3,3,2,3,1,3,3,1,2,1,4,3,3,3,3,1,3,4,3,1,3,4,4,3,1,3,3,4,2,2,2,3,2,1,4,3,3,2,2,1,4,2,1,1,4,3,4,1,2,3,3,3,4,3,2,4,2,4,1,1,3,3,4,4,4,4,3,4,2,2,3,4,3,1,3,3,2,2,3,2,2,3,1,2,3,3,4,4,2,2,1,3,1,3,3,2,1,1,3,2,1,3,4
PotVar0028819,chr01,77752767,2,3,1,0,1,3,1,3,1,2,0,1,2,2,2,2,3,3,2,3,2,2,3,3,3,2,3,3,3,3,2,3,1,2,2,2,3,3,2,3,3,4,1,2,1,3,3,3,1,2,1,3,3,0,1,3,3,1,2,2,2,3,3,3,4,3,1,3,2,3,3,4,0,3,4,4,2,4,0,3,3,2,1,3,2,3,3,2,3,3,3,4,3,1,2,2,1,2,1,2,4,3,2,2,3,3,2,3,3,4,3,2,4,4,3,2,3,3,1,0,2,3,4,3,3,3,3,2,4,3,3,2,4,3,0
solcap_snp_c2_2450,chr01,77760351,2,3,2,1,1,3,1,2,1,2,0,0,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,4,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,1,2,2,2,3,2,3,4,3,1,3,2,3,3,4,0,3,2,2,2,3,0,3,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,2,1,2,1,2,4,3,2,2,3,2,2,2,2,3,3,2,4,3,3,2,3,3,1,0,2,3,4,3,3,3,3,1,3,3,3,2,4,3,0
solcap_snp_c1_698,chr01,77765565,1,0,2,3,3,0,2,0,2,1,4,3,1,1,1,1,0,0,2,1,2,2,1,1,1,2,1,1,1,1,3,1,3,2,2,1,2,1,2,1,1,0,3,2,3,1,1,1,3,2,3,1,1,4,3,2,1,3,2,2,2,1,1,1,0,2,3,1,2,1,1,0,4,1,0,0,2,0,4,1,1,2,3,2,2,1,1,2,1,1,1,0,1,3,2,2,3,2,3,2,0,1,2,2,1,2,2,1,1,0,1,2,0,0,1,2,1,1,3,4,2,1,0,1,1,1,1,2,0,1,1,2,0,1,4
solcap_snp_c1_700,chr01,77768927,3,4,2,1,1,4,2,4,2,3,0,1,3,3,3,3,4,4,2,3,2,2,3,3,3,2,3,3,3,3,2,3,1,2,2,2,3,3,2,3,3,4,1,2,1,3,3,3,1,2,1,3,3,0,1,3,3,1,2,2,2,3,3,3,4,3,1,3,2,3,3,4,0,3,4,4,2,4,0,3,3,2,1,3,2,3,3,2,3,3,3,4,3,1,2,2,1,2,1,2,4,3,2,2,3,2,1,3,3,4,3,2,4,4,3,2,3,3,1,0,2,3,4,3,3,3,3,2,4,3,3,2,4,3,0
solcap_snp_c2_2451,chr01,77784866,1,0,2,3,3,0,2,0,2,1,4,3,1,1,1,1,0,0,2,1,2,2,1,1,1,2,1,1,1,1,2,1,3,2,2,2,1,1,2,1,1,0,3,2,3,1,1,1,3,2,3,1,1,4,3,1,1,3,2,2,2,2,1,1,0,1,3,1,2,1,1,0,4,1,0,0,2,1,4,1,1,2,3,1,2,1,1,2,1,1,1,0,1,3,2,2,3,2,3,2,0,1,2,2,1,2,2,1,1,0,1,2,0,0,1,2,1,1,3,4,2,1,0,1,1,1,1,2,0,1,1,2,0,1,4
PotVar0028839,chr01,77824341,1,2,0,0,1,1,0,1,1,1,0,1,1,1,1,2,1,2,1,2,1,1,3,1,3,1,2,3,3,2,1,3,1,1,2,1,3,1,1,3,2,2,0,1,1,1,1,3,1,0,1,3,1,0,0,1,3,2,1,0,2,2,2,1,1,3,0,1,1,2,1,3,0,2,3,3,0,1,0,3,2,1,1,1,0,1,2,0,1,0,3,3,1,1,0,0,0,0,1,0,2,2,1,0,1,2,1,1,2,2,1,2,2,1,3,2,1,1,0,0,2,2,3,1,3,1,1,2,3,3,1,2,3,1,0
PotVar0028851,chr01,77824470,1,2,0,0,1,1,0,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,3,1,3,1,2,3,3,2,1,3,1,2,2,2,3,2,1,3,2,3,0,1,1,1,1,3,1,0,1,3,1,0,0,1,3,1,1,0,2,2,2,1,2,3,0,1,1,2,2,3,0,2,3,3,0,2,0,3,2,1,1,1,0,1,2,0,2,0,3,3,1,1,0,0,0,0,1,0,2,2,1,0,1,2,1,1,2,2,1,2,2,2,3,2,1,1,0,0,2,2,3,1,3,1,1,2,3,3,1,2,3,1,0
PotVar0028854,chr01,77824530,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,2,1,1,0,2,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,2,1,1,0,2,2,0,0,2,0,0,2,0,1,2,0,0,1,2,0,0,0,2,3,0,1,2,1,2,1,2,0,1,2,2,2,3,0,0,2,1,0,2,2,1,2,0,2,3,0,3,2,0,1,2,1,2,0,2,2,1,0,2,2,0,0,2,0,3,2,0,3,3,0,0,2,2,1,0,0,1,2,2,0,2,2,0,2,0,2,0,2,2,0
PotVar0028855,chr01,77824590,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,4,4,3,3,4,4,3,4,3,4,2,3,4,3,1,3,3,4,2,2,4,4,3,4,4,2,4,3,2,4,4,3,3,4,4,4,2,1,4,3,2,3,3,3,0,4,3,0,0,3,1,4,4,3,3,4,2,3,2,3,4,3,2,4,0,2,4,3,2,3,2,4,3,0,3,3,2,2,4,3,2,3,1,2,4,1,1,4,4,2,2,3,4,4,3,0,2,4,2,2,4,1,4,2,4,0,2,4
PotVar0028895,chr01,77825267,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,1,3,2,1,1,2,3,1,3,3,2,2,1,2,3,1,2,1,4,3,3,3,3,1,3,4,3,1,3,4,4,3,1,3,3,4,2,2,2,3,2,1,4,3,3,2,2,1,4,2,1,1,4,2,4,1,2,3,3,3,4,3,2,4,2,4,1,1,3,3,4,4,4,4,3,4,2,2,3,4,3,2,3,3,2,2,3,2,2,2,1,2,3,3,4,4,2,2,1,3,1,3,3,2,2,1,3,2,1,3,4
PotVar0028927,chr01,77826655,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
solcap_snp_c1_705,chr01,77847509,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,2,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,2,2,0,0,2,0,0,2,0,1,2,0,0,1,2,0,0,0,2,2,0,1,2,1,1,1,1,0,1,1,1,2,2,0,0,1,1,0,2,2,1,1,0,1,3,0,1,2,0,1,2,1,2,0,2,2,1,0,2,2,0,0,2,0,2,2,0,2,2,0,0,2,2,1,0,0,1,1,2,0,2,2,0,1,0,2,0,1,2,0
solcap_snp_c1_706,chr01,77850624,2,4,0,0,1,2,0,2,2,1,0,1,1,1,1,3,2,3,1,2,1,1,3,1,3,1,2,3,3,2,1,3,1,1,2,2,3,2,1,3,2,3,0,1,1,1,1,3,1,0,1,3,1,0,0,1,3,1,1,0,2,2,2,1,1,3,0,1,1,2,2,3,0,2,3,3,0,2,0,3,2,1,1,1,0,1,2,0,2,0,3,3,1,1,0,0,0,0,1,0,2,2,1,0,1,2,1,1,2,2,1,2,2,2,3,2,1,1,0,0,2,2,3,1,3,1,1,2,3,3,1,2,3,1,0
solcap_snp_c2_2463,chr01,77883237,2,4,0,0,1,2,0,2,2,1,0,1,1,1,1,3,2,3,1,2,1,1,3,1,3,1,2,3,3,2,1,3,1,1,2,2,3,2,1,3,2,3,0,1,1,1,1,3,1,0,1,3,1,0,0,1,3,1,1,0,2,2,2,1,2,3,0,1,1,2,2,3,0,2,3,3,0,2,0,3,2,1,1,1,0,1,2,0,2,0,3,3,1,1,0,0,0,0,1,0,2,2,1,0,1,2,1,1,2,2,1,2,2,2,3,2,1,1,0,0,2,2,3,1,3,1,1,2,3,3,1,2,3,1,0
solcap_snp_c2_2464,chr01,77883265,3,4,2,1,1,4,2,4,2,3,0,1,3,3,3,3,4,4,2,3,2,2,3,3,3,2,3,3,3,3,2,3,1,2,2,2,3,3,2,3,3,4,1,2,1,3,3,3,1,2,1,3,3,0,1,3,3,1,2,2,2,3,3,3,4,3,1,3,2,3,3,4,0,3,4,4,2,4,0,3,3,2,1,3,2,3,3,2,3,3,3,4,3,1,2,2,1,2,1,2,4,3,2,2,3,2,2,3,3,4,3,2,4,4,3,2,3,3,1,0,2,3,4,3,3,3,3,2,4,3,3,2,4,3,0
solcap_snp_c2_2465,chr01,77883814,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,3,3,4,4,3,4,3,4,3,3,4,3,3,3,3,4,3,3,4,4,3,4,4,3,4,3,2,4,4,3,2,4,4,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,4,3,3,2,3,4,3,2,4,3,3,4,3,3,3,3,4,3,2,3,3,3,3,4,3,3,3,2,3,4,2,3,4,4,3,3,3,4,4,3,3,3,4,3,3,4,3,4,3,4,3,3,4
solcap_snp_c2_2466,chr01,77883824,3,4,2,1,1,4,2,4,2,3,0,1,3,3,3,3,4,4,2,3,2,2,3,3,3,2,3,3,3,3,2,3,1,2,2,2,3,3,2,3,3,4,1,2,1,3,3,3,1,2,1,3,3,0,1,3,3,2,2,2,2,3,3,3,4,3,1,3,2,3,3,4,0,3,4,4,2,4,0,3,3,2,1,2,2,3,3,2,3,3,3,4,3,1,2,2,1,2,1,2,4,3,2,2,3,2,2,3,3,4,3,2,4,4,3,2,3,3,1,0,2,3,4,3,3,3,3,2,4,3,3,2,4,3,0
solcap_snp_c2_2467,chr01,77884924,2,0,4,4,3,2,4,2,2,3,4,3,3,3,3,1,2,1,3,2,3,3,1,3,1,3,2,1,1,2,3,1,3,3,2,2,2,2,3,1,2,1,4,3,3,3,3,1,3,4,3,1,3,4,4,3,1,3,3,4,2,2,2,3,2,1,4,3,3,2,2,1,4,2,1,1,4,2,4,1,2,3,3,3,4,3,2,4,2,4,1,1,3,3,4,4,4,4,3,4,2,2,3,4,3,2,3,2,2,1,3,2,2,1,1,2,3,3,4,4,2,2,1,3,1,3,3,2,1,1,3,2,1,3,4
solcap_snp_c1_711,chr01,77899675,4,4,2,3,4,3,2,2,4,2,4,4,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
solcap_snp_c2_2487,chr01,77994350,2,4,0,1,3,2,0,2,2,1,0,1,1,2,1,3,2,3,1,2,1,1,3,1,3,1,2,3,3,2,1,3,1,1,2,2,3,2,1,3,2,3,0,1,1,1,1,3,1,0,1,3,1,0,0,1,3,1,1,0,2,2,2,1,2,3,0,1,1,2,2,3,0,2,3,3,0,2,0,3,2,1,1,1,0,1,2,0,2,0,3,3,1,1,0,0,0,0,1,0,2,2,1,0,1,2,1,1,2,2,1,2,2,2,3,2,1,1,0,0,2,2,3,1,3,1,1,2,3,3,1,2,3,1,0
solcap_snp_c2_2488,chr01,78004667,4,4,2,3,4,3,2,2,4,2,3,4,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
solcap_snp_c2_2494,chr01,78010094,3,4,2,4,3,4,2,4,2,3,2,2,3,4,3,3,4,4,3,3,3,2,3,4,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,4,2,3,2,3,4,3,3,3,2,3,4,1,1,3,3,1,4,4,3,3,3,3,4,3,1,3,2,3,4,4,2,4,4,4,2,4,2,4,3,4,2,3,3,4,3,2,4,3,3,4,4,3,3,4,2,3,1,3,4,4,2,3,4,2,2,3,3,4,3,2,4,4,4,3,3,4,2,2,3,4,4,3,3,3,4,3,4,4,3,4,4,4,1
solcap_snp_c2_2497,chr01,78034117,2,0,4,3,1,2,4,2,2,3,4,3,3,2,3,1,2,1,2,2,3,2,2,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,4,2,3,3,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,2,2,3,2,1,3,2,2,2,2,2,3,2,2,2,3,2,3,2,2,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,1,2,2,2,3,2,2,2,3,2,2,3,3
PotVar0028949,chr01,78041724,2,3,2,3,2,3,2,3,2,3,1,2,3,3,2,3,3,3,3,3,3,2,3,4,3,3,2,3,3,3,2,3,1,2,3,4,3,3,3,3,3,4,2,3,2,3,4,3,3,3,2,3,4,1,1,3,3,1,4,4,3,3,3,3,4,3,1,3,2,3,4,4,2,3,4,4,2,4,2,4,3,4,2,2,3,4,3,2,4,3,3,4,4,3,3,4,2,3,1,3,4,4,2,3,4,2,2,3,3,4,3,2,4,4,4,3,3,4,2,2,3,4,4,3,3,3,4,3,4,4,3,4,4,4,1
solcap_snp_c2_2505,chr01,78041908,2,4,0,3,4,2,0,2,3,2,0,3,1,2,2,4,2,3,3,2,2,1,3,2,4,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,1,2,2,1,2,3,3,2,3,4,2,1,1,2,3,2,3,2,3,3,3,1,2,3,1,1,1,2,3,3,3,2,3,3,0,2,2,4,2,3,2,1,1,2,2,2,3,0,3,3,2,3,2,2,2,2,2,1,2,3,3,2,2,2,1,1,2,2,1,2,2,2,4,3,1,2,2,2,3,3,3,1,3,1,2,3,3,4,1,4,3,2,2
solcap_snp_c2_2506,chr01,78042100,4,4,4,2,3,4,4,4,3,3,4,2,4,4,3,3,4,4,2,4,3,4,4,3,3,2,4,4,4,3,2,4,3,3,3,3,4,3,3,4,4,4,3,3,3,4,3,4,2,2,2,3,3,3,3,4,4,4,2,2,3,4,4,4,4,4,3,4,4,4,3,4,1,4,4,4,4,4,2,3,4,2,3,3,3,3,4,4,3,4,4,4,3,2,3,2,2,2,3,3,4,3,2,2,3,4,4,3,4,4,3,4,4,4,3,3,3,3,2,2,3,3,4,3,4,4,3,3,3,3,4,2,4,3,2
solcap_snp_c2_2508,chr01,78044181,3,4,2,2,3,4,2,4,2,3,0,1,3,4,3,3,4,4,2,3,2,2,3,3,3,2,3,3,3,3,2,3,1,2,2,2,3,3,2,3,3,4,1,2,1,3,3,3,1,2,1,3,3,0,1,3,3,1,2,2,2,3,3,3,4,3,1,3,2,3,3,4,0,3,4,4,2,4,0,3,3,2,1,2,2,3,3,2,3,3,3,4,2,1,2,2,1,2,1,2,4,3,2,2,3,2,2,3,3,4,3,2,4,4,3,2,3,3,1,0,2,3,4,3,3,3,3,2,4,3,3,2,4,3,0
